t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper
3.899999,0.25,0,-1.378114,0,0,-0.3962498,0,0,0,0,-1.263394,-0.2414205
3.919999,0.25,0,-1.386009,0,0,-0.3950033,0,0,0,0,-1.268234,-0.2419191
3.939999,0.25,0,-1.393878,0,0,-0.393743,0,0,0,0,-1.273085,-0.2424232
3.959999,0.25,0,-1.401721,0,0,-0.3924705,0,0,0,0,-1.277946,-0.2429323
3.979999,0.25,0,-1.409539,0,0,-0.3911873,0,0,0,0,-1.282817,-0.2434455
3.999999,0.25,0,-1.417331,0,0,-0.3898952,0,0,0,0,-1.287699,-0.2439624
4.019999,0.25,0,-1.425097,0,0,-0.3885956,0,0,0,0,-1.292591,-0.2444822
4.039999,0.25,0,-1.432837,0,0,-0.3872901,0,0,0,0,-1.297493,-0.2450044
4.059999,0.25,0,-1.440551,0,0,-0.38598,0,0,0,0,-1.302406,-0.2455284
4.079998,0.25,0,-1.448239,0,0,-0.3846669,0,0,0,0,-1.30733,-0.2460537
4.099998,0.25,0,-1.4559,0,0,-0.3833519,0,0,0,0,-1.312263,-0.2465797
4.119998,0.25,0,-1.463535,0,0,-0.3820364,0,0,0,0,-1.317208,-0.2471059
4.139998,0.25,0,-1.471143,0,0,-0.3807214,0,0,0,0,-1.322163,-0.2476319
4.159998,0.25,0,-1.478726,0,0,-0.3794083,0,0,0,0,-1.327128,-0.2481572
4.179998,0.25,0,-1.486282,0,0,-0.378098,0,0,0,0,-1.332104,-0.2486813
4.199998,0.25,0,-1.493812,0,0,-0.3767914,0,0,0,0,-1.337091,-0.2492039
4.219998,0.25,0,-1.501316,0,0,-0.3754897,0,0,0,0,-1.342087,-0.2497246
4.239998,0.25,0,-1.508794,0,0,-0.3741937,0,0,0,0,-1.347095,-0.250243
4.259998,0.25,0,-1.516247,0,0,-0.3729043,0,0,0,0,-1.352112,-0.2507588
4.279998,0.25,0,-1.523673,0,0,-0.3716221,0,0,0,0,-1.35714,-0.2512716
4.299998,0.25,0,-1.531075,0,0,-0.3703479,0,0,0,0,-1.362177,-0.2517813
4.319998,0.25,0,-1.538451,0,0,-0.3690825,0,0,0,0,-1.367225,-0.2522874
4.339998,0.25,0,-1.545802,0,0,-0.3678265,0,0,0,0,-1.372283,-0.2527899
4.359998,0.25,0,-1.553128,0,0,-0.3665804,0,0,0,0,-1.377351,-0.2532883
4.379999,0.25,0,-1.56043,0,0,-0.3653447,0,0,0,0,-1.382429,-0.2537826
4.399999,0.25,0,-1.567707,0,0,-0.3641201,0,0,0,0,-1.387517,-0.2542725
4.419999,0.25,0,-1.57496,0,0,-0.3629068,0,0,0,0,-1.392614,-0.2547578
4.439999,0.25,0,-1.582189,0,0,-0.3617053,0,0,0,0,-1.397721,-0.2552384
4.459999,0.25,0,-1.589394,0,0,-0.360516,0,0,0,0,-1.402837,-0.2557141
4.479999,0.25,0,-1.596576,0,0,-0.3593391,0,0,0,0,-1.407963,-0.2561848
4.499999,0.25,0,-1.603734,0,0,-0.3581751,0,0,0,0,-1.413098,-0.2566505
4.519999,0.25,0,-1.61087,0,0,-0.3570241,0,0,0,0,-1.418242,-0.2571109
4.539999,0.25,0,-1.617983,0,0,-0.3558864,0,0,0,0,-1.423395,-0.2575659
4.559999,0.25,0,-1.625073,0,0,-0.3547623,0,0,0,0,-1.428558,-0.2580156
4.579998,0.25,0,-1.632142,0,0,-0.3536517,0,0,0,0,-1.433729,-0.2584598
4.599998,0.25,0,-1.639188,0,0,-0.352555,0,0,0,0,-1.438909,-0.2588985
4.619998,0.25,0,-1.646224,0,0,-0.3520477,0,0,0,0,-1.444092,-0.2591014
4.639998,0.25,0,-1.65325,0,0,-0.3515357,0,0,0,0,-1.44928,-0.2593062
4.659998,0.25,0,-1.660266,0,0,-0.3510196,0,0,0,0,-1.454473,-0.2595126
4.679998,0.25,0,-1.667271,0,0,-0.3504999,0,0,0,0,-1.459669,-0.2597205
4.699998,0.25,0,-1.674266,0,0,-0.3499771,0,0,0,0,-1.464869,-0.2599296
4.719998,0.25,0,-1.68125,0,0,-0.3494514,0,0,0,0,-1.470074,-0.2601399
4.739998,0.25,0,-1.688223,0,0,-0.3489229,0,0,0,0,-1.475283,-0.2603513
4.759998,0.25,0,-1.695186,0,0,-0.348392,0,0,0,0,-1.480497,-0.2605637
4.779998,0.25,0,-1.702138,0,0,-0.3478586,0,0,0,0,-1.485714,-0.260777
4.799998,0.25,0,-1.70908,0,0,-0.347323,0,0,0,0,-1.490936,-0.2609913
4.819998,0.25,0,-1.71601,0,0,-0.3467852,0,0,0,0,-1.496162,-0.2612064
4.839998,0.25,0,-1.72293,0,0,-0.3462453,0,0,0,0,-1.501393,-0.2614224
4.859998,0.25,0,-1.729838,0,0,-0.3457033,0,0,0,0,-1.506628,-0.2616391
4.879998,0.25,0,-1.736736,0,0,-0.3451594,0,0,0,0,-1.511867,-0.2618567
4.899998,0.25,0,-1.743623,0,0,-0.3446136,0,0,0,0,-1.517111,-0.2620751
4.919998,0.25,0,-1.750499,0,0,-0.3440659,0,0,0,0,-1.522359,-0.2622941
4.939998,0.25,0,-1.757364,0,0,-0.3435163,0,0,0,0,-1.527611,-0.2625139
4.959998,0.25,0,-1.764218,0,0,-0.3429651,0,0,0,0,-1.532868,-0.2627344
